0.6474,0.2558
0.6474,0.2558
0.6474,0.2558
0.6474,0.2558
0.6474,0.2558
0.6474,0.2558
0.6474,0.2558
0.6475,0.2558
0.6475,0.2558
0.6475,0.2558
0.6475,0.2558
0.6475,0.2558
0.6475,0.2558
0.6475,0.2558
0.6475,0.2558
0.6475,0.2558
0.6475,0.2558
0.6475,0.2558
0.6475,0.2558
0.6475,0.2558
0.6475,0.2558
0.6475,0.2558
0.6476,0.2558
0.6476,0.2558
0.6476,0.2558
0.6476,0.2558
0.6476,0.2558
0.6476,0.2558
0.6476,0.2558
0.6476,0.2558
0.6477,0.2558
0.6477,0.2558
0.6477,0.2558
0.6477,0.2558
0.6477,0.2558
0.6478,0.2558
0.6478,0.2558
0.6478,0.2558
0.6478,0.2558
0.6478,0.2558
0.6479,0.2557
0.6479,0.2557
0.6479,0.2557
0.6479,0.2557
0.6479,0.2557
0.6479,0.2557
0.6479,0.2557
0.6480,0.2557
0.6480,0.2557
0.6480,0.2557
0.6480,0.2558
0.6481,0.2558
0.6481,0.2558
0.6481,0.2558
0.6481,0.2558
0.6482,0.2558
0.6482,0.2558
0.6482,0.2558
0.6482,0.2558
0.6483,0.2558
0.6483,0.2558
0.6483,0.2558
0.6483,0.2558
0.6484,0.2558
0.6484,0.2558
0.6484,0.2558
0.6484,0.2558
0.6484,0.2558
0.6485,0.2558
0.6485,0.2558
0.6485,0.2558
0.6485,0.2558
0.6486,0.2558
0.6486,0.2558
0.6486,0.2558
0.6487,0.2558
0.6487,0.2558
0.6487,0.2558
0.6488,0.2558
0.6488,0.2558
0.6488,0.2558
0.6488,0.2557
0.6489,0.2557
0.6489,0.2557
0.6489,0.2557
0.6490,0.2557
0.6490,0.2557
0.6490,0.2557
0.6490,0.2557
0.6490,0.2557
0.6491,0.2557
0.6491,0.2557
0.6491,0.2558
0.6492,0.2558
0.6492,0.2558
0.6492,0.2558
0.6493,0.2558
0.6493,0.2558
0.6493,0.2558
0.6493,0.2558
0.6494,0.2558
0.6494,0.2558
0.6494,0.2558
0.6495,0.2558
0.6495,0.2558
0.6495,0.2558
0.6496,0.2558
0.6496,0.2558
0.6496,0.2558
0.6496,0.2558
0.6496,0.2558
0.6497,0.2558
0.6497,0.2558
0.6497,0.2558
0.6498,0.2558
0.6498,0.2558
0.6498,0.2558
0.6499,0.2558
0.6499,0.2558
0.6499,0.2558
0.6500,0.2558
0.6500,0.2558
0.6500,0.2558
0.6501,0.2557
0.6501,0.2557
0.6501,0.2557
0.6502,0.2557
0.6502,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6503,0.2557
0.6504,0.2558
0.6504,0.2558
0.6504,0.2558
0.6505,0.2558
0.6505,0.2558
0.6505,0.2558
0.6506,0.2558
0.6506,0.2558
0.6506,0.2558
0.6507,0.2558
0.6507,0.2558
0.6507,0.2558
0.6507,0.2558
0.6508,0.2558
0.6508,0.2558
0.6508,0.2558
0.6508,0.2558
0.6509,0.2558
0.6509,0.2558
0.6509,0.2558
0.6509,0.2558
0.6509,0.2558
0.6509,0.2558
0.6510,0.2558
0.6510,0.2558
0.6510,0.2558
0.6510,0.2558
0.6511,0.2558
0.6511,0.2557
0.6511,0.2557
0.6512,0.2557
0.6512,0.2557
0.6512,0.2557
0.6513,0.2557
0.6513,0.2557
0.6513,0.2557
0.6514,0.2557
0.6514,0.2557
0.6514,0.2557
0.6514,0.2557
0.6515,0.2557
0.6515,0.2557
0.6515,0.2557
0.6515,0.2557
0.6515,0.2557
0.6516,0.2557
0.6516,0.2557
0.6516,0.2557
0.6517,0.2557
0.6517,0.2557
0.6517,0.2557
0.6518,0.2557
0.6518,0.2557
0.6518,0.2557
0.6519,0.2558
0.6519,0.2558
0.6519,0.2558
0.6520,0.2558
0.6520,0.2558
0.6520,0.2558
0.6520,0.2558
0.6521,0.2558
0.6521,0.2558
0.6521,0.2558
0.6521,0.2558
0.6521,0.2558
0.6522,0.2558
0.6522,0.2557
0.6522,0.2557
0.6523,0.2557
0.6523,0.2557
0.6523,0.2557
0.6524,0.2557
0.6524,0.2557
0.6524,0.2557
0.6525,0.2557
0.6525,0.2557
0.6525,0.2557
0.6526,0.2557
0.6526,0.2557
0.6526,0.2557
0.6527,0.2557
0.6527,0.2557
0.6527,0.2557
0.6528,0.2557
0.6528,0.2557
0.6528,0.2557
0.6528,0.2557
0.6528,0.2557
0.6529,0.2557
0.6529,0.2557
0.6530,0.2557
0.6530,0.2557
0.6530,0.2557
0.6531,0.2557
0.6531,0.2557
0.6532,0.2557
0.6532,0.2557
0.6532,0.2557
0.6533,0.2557
0.6533,0.2557
0.6534,0.2557
0.6534,0.2557
0.6534,0.2557
0.6535,0.2557
0.6535,0.2557
0.6535,0.2557
0.6535,0.2557
0.6535,0.2557
0.6536,0.2557
0.6536,0.2557
0.6537,0.2557
0.6537,0.2557
0.6537,0.2557
0.6538,0.2557
0.6538,0.2557
0.6539,0.2557
0.6539,0.2557
0.6540,0.2557
0.6540,0.2557
0.6541,0.2557
0.6541,0.2557
0.6541,0.2557
0.6542,0.2557
0.6542,0.2557
0.6543,0.2557
0.6543,0.2557
0.6544,0.2557
0.6544,0.2557
0.6544,0.2557
0.6544,0.2557
0.6545,0.2557
0.6545,0.2557
0.6546,0.2557
0.6546,0.2557
0.6547,0.2557
0.6547,0.2557
0.6548,0.2557
0.6548,0.2557
0.6549,0.2557
0.6549,0.2557
0.6550,0.2557
0.6550,0.2557
0.6551,0.2557
0.6551,0.2557
0.6552,0.2557
0.6552,0.2557
0.6553,0.2557
0.6553,0.2557
0.6554,0.2557
0.6554,0.2557
0.6554,0.2557
0.6554,0.2557
0.6555,0.2557
0.6555,0.2557
0.6556,0.2557
0.6556,0.2557
0.6557,0.2557
0.6557,0.2557
0.6558,0.2557
0.6559,0.2557
0.6559,0.2557
0.6560,0.2557
0.6561,0.2556
0.6561,0.2556
0.6562,0.2556
0.6562,0.2556
0.6563,0.2556
0.6564,0.2556
0.6564,0.2556
0.6565,0.2556
0.6566,0.2556
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6566,0.2557
0.6567,0.2557
0.6567,0.2557
0.6568,0.2557
0.6569,0.2557
0.6569,0.2557
0.6570,0.2557
0.6571,0.2557
0.6571,0.2557
0.6572,0.2557
0.6572,0.2557
0.6573,0.2557
0.6573,0.2557
0.6574,0.2557
0.6574,0.2557
0.6575,0.2557
0.6575,0.2557
0.6576,0.2557
0.6576,0.2557
0.6576,0.2557
0.6577,0.2557
0.6577,0.2557
0.6577,0.2557
0.6577,0.2557
0.6578,0.2557
0.6578,0.2557
0.6579,0.2557
0.6580,0.2556
0.6580,0.2556
0.6581,0.2556
0.6582,0.2556
0.6582,0.2556
0.6583,0.2556
0.6584,0.2556
0.6584,0.2556
0.6585,0.2556
0.6586,0.2556
0.6586,0.2556
0.6587,0.2556
0.6588,0.2556
0.6588,0.2556
0.6589,0.2556
0.6590,0.2556
0.6590,0.2556
0.6590,0.2556
0.6591,0.2556
0.6592,0.2556
0.6592,0.2556
0.6593,0.2556
0.6594,0.2556
0.6595,0.2556
0.6596,0.2556
0.6597,0.2556
0.6598,0.2556
0.6599,0.2556
0.6600,0.2556
0.6601,0.2556
0.6602,0.2556
0.6603,0.2556
0.6604,0.2556
0.6605,0.2556
0.6606,0.2556
0.6607,0.2556
0.6608,0.2556
0.6609,0.2556
0.6609,0.2556
0.6609,0.2556
0.6610,0.2556
0.6611,0.2556
0.6612,0.2557
0.6613,0.2557
0.6614,0.2557
0.6616,0.2557
0.6617,0.2557
0.6618,0.2557
0.6619,0.2557
0.6621,0.2557
0.6622,0.2557
0.6623,0.2557
0.6625,0.2557
0.6626,0.2557
0.6627,0.2557
0.6629,0.2557
0.6630,0.2557
0.6631,0.2557
0.6633,0.2557
0.6634,0.2557
0.6634,0.2557
0.6634,0.2557
0.6635,0.2557
0.6637,0.2557
0.6638,0.2557
0.6639,0.2557
0.6641,0.2557
0.6642,0.2557
0.6643,0.2557
0.6644,0.2557
0.6646,0.2557
0.6647,0.2557
0.6648,0.2557
0.6650,0.2557
0.6651,0.2557
0.6653,0.2557
0.6655,0.2557
0.6656,0.2557
0.6658,0.2557
0.6659,0.2557
0.6661,0.2557
0.6663,0.2557
0.6663,0.2557
0.6663,0.2557
0.6665,0.2557
0.6666,0.2557
0.6668,0.2557
0.6670,0.2557
0.6671,0.2557
0.6673,0.2557
0.6675,0.2557
0.6677,0.2557
0.6678,0.2557
0.6680,0.2557
0.6682,0.2557
0.6683,0.2557
0.6685,0.2557
0.6687,0.2557
0.6689,0.2557
0.6690,0.2557
0.6692,0.2557
0.6693,0.2557
0.6695,0.2557
0.6697,0.2557
0.6697,0.2557
0.6697,0.2557
0.6698,0.2557
0.6700,0.2557
0.6702,0.2557
0.6704,0.2557
0.6706,0.2557
0.6707,0.2557
0.6709,0.2557
0.6711,0.2557
0.6713,0.2556
0.6715,0.2556
0.6717,0.2556
0.6719,0.2556
0.6721,0.2556
0.6723,0.2556
0.6725,0.2556
0.6727,0.2556
0.6729,0.2556
0.6731,0.2556
0.6733,0.2556
0.6735,0.2556
0.6735,0.2556
0.6735,0.2556
0.6737,0.2556
0.6739,0.2556
0.6740,0.2556
0.6742,0.2556
0.6744,0.2556
0.6745,0.2556
0.6747,0.2556
0.6749,0.2556
0.6750,0.2556
0.6752,0.2556
0.6754,0.2556
0.6755,0.2556
0.6757,0.2556
0.6758,0.2556
0.6760,0.2556
0.6762,0.2556
0.6763,0.2556
0.6765,0.2556
0.6767,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6768,0.2556
0.6770,0.2556
0.6772,0.2556
0.6773,0.2556
0.6775,0.2556
0.6777,0.2556
0.6779,0.2556
0.6780,0.2556
0.6782,0.2556
0.6783,0.2556
0.6785,0.2556
0.6786,0.2556
0.6788,0.2556
0.6789,0.2556
0.6791,0.2556
0.6793,0.2556
0.6794,0.2556
0.6796,0.2556
0.6797,0.2556
0.6799,0.2556
0.6800,0.2556
0.6800,0.2556
0.6800,0.2556
0.6802,0.2556
0.6803,0.2556
0.6805,0.2556
0.6807,0.2556
0.6808,0.2556
0.6810,0.2556
0.6811,0.2556
0.6813,0.2556
0.6814,0.2556
0.6816,0.2556
0.6817,0.2556
0.6819,0.2556
0.6820,0.2556
0.6822,0.2556
0.6823,0.2556
0.6825,0.2556
0.6826,0.2556
0.6827,0.2556
0.6829,0.2556
0.6830,0.2556
0.6830,0.2556
0.6830,0.2556
0.6832,0.2557
0.6833,0.2557
0.6834,0.2557
0.6836,0.2557
0.6837,0.2557
0.6839,0.2557
0.6840,0.2557
0.6841,0.2557
0.6843,0.2557
0.6844,0.2557
0.6846,0.2557
0.6847,0.2557
0.6848,0.2557
0.6850,0.2556
0.6851,0.2556
0.6853,0.2556
0.6854,0.2556
0.6856,0.2556
0.6857,0.2556
0.6859,0.2556
0.6859,0.2556
0.6859,0.2556
0.6860,0.2557
0.6862,0.2557
0.6863,0.2557
0.6864,0.2557
0.6866,0.2557
0.6867,0.2557
0.6868,0.2557
0.6869,0.2557
0.6870,0.2557
0.6871,0.2557
0.6872,0.2557
0.6873,0.2557
0.6875,0.2557
0.6876,0.2557
0.6877,0.2557
0.6878,0.2557
0.6879,0.2557
0.6880,0.2557
0.6881,0.2557
0.6882,0.2557
0.6882,0.2557
0.6882,0.2557
0.6883,0.2557
0.6884,0.2557
0.6885,0.2557
0.6886,0.2557
0.6887,0.2557
0.6888,0.2557
0.6889,0.2557
0.6890,0.2557
0.6890,0.2557
0.6891,0.2557
0.6892,0.2557
0.6893,0.2557
0.6894,0.2557
0.6895,0.2557
0.6895,0.2557
0.6896,0.2557
0.6897,0.2557
0.6898,0.2557
0.6899,0.2557
0.6900,0.2557
0.6900,0.2557
0.6900,0.2557
0.6900,0.2557
0.6901,0.2557
0.6902,0.2557
0.6903,0.2557
0.6904,0.2557
0.6905,0.2557
0.6906,0.2557
0.6907,0.2557
0.6908,0.2557
0.6909,0.2557
0.6910,0.2557
0.6911,0.2557
0.6911,0.2557
0.6912,0.2557
0.6913,0.2557
0.6914,0.2557
0.6915,0.2557
0.6915,0.2557
0.6916,0.2557
0.6917,0.2557
0.6917,0.2557
0.6917,0.2557
0.6918,0.2557
0.6919,0.2557
0.6920,0.2557
0.6921,0.2557
0.6922,0.2557
0.6922,0.2557
0.6923,0.2557
0.6924,0.2557
0.6925,0.2557
0.6926,0.2557
0.6926,0.2557
0.6927,0.2557
0.6928,0.2557
0.6929,0.2557
0.6930,0.2557
0.6931,0.2557
0.6932,0.2558
0.6933,0.2558
0.6934,0.2558
0.6935,0.2558
0.6935,0.2558
0.6935,0.2558
0.6936,0.2558
0.6937,0.2558
0.6938,0.2558
0.6939,0.2558
0.6940,0.2558
0.6941,0.2558
0.6942,0.2558
0.6943,0.2558
0.6943,0.2558
0.6944,0.2558
0.6945,0.2558
0.6946,0.2558
0.6946,0.2558
0.6947,0.2558
0.6948,0.2558
0.6948,0.2558
0.6949,0.2558
0.6950,0.2558
0.6950,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6951,0.2558
0.6952,0.2558
0.6952,0.2558
0.6953,0.2558
0.6954,0.2558
0.6954,0.2558
0.6955,0.2558
0.6956,0.2558
0.6956,0.2558
0.6957,0.2558
0.6958,0.2558
0.6959,0.2558
0.6959,0.2558
0.6960,0.2558
0.6961,0.2558
0.6962,0.2558
0.6962,0.2558
0.6963,0.2558
0.6964,0.2558
0.6965,0.2558
0.6965,0.2558
0.6965,0.2558
0.6965,0.2558
0.6966,0.2558
0.6967,0.2558
0.6967,0.2558
0.6968,0.2558
0.6969,0.2558
0.6970,0.2558
0.6970,0.2558
0.6971,0.2558
0.6972,0.2558
0.6972,0.2559
0.6973,0.2559
0.6974,0.2559
0.6975,0.2559
0.6976,0.2559
0.6976,0.2559
0.6977,0.2559
0.6978,0.2559
0.6979,0.2559
0.6980,0.2559
0.6980,0.2559
0.6980,0.2559
0.6980,0.2559
0.6981,0.2559
0.6982,0.2559
0.6983,0.2559
0.6984,0.2559
0.6985,0.2559
0.6986,0.2559
0.6987,0.2559
0.6987,0.2559
0.6988,0.2559
0.6989,0.2559
0.6990,0.2559
0.6991,0.2559
0.6991,0.2559
0.6992,0.2559
0.6993,0.2559
0.6994,0.2559
0.6994,0.2559
0.6995,0.2559
0.6996,0.2559
0.6996,0.2559
0.6996,0.2559
0.6997,0.2559
0.6997,0.2559
0.6998,0.2559
0.6999,0.2559
0.6999,0.2559
0.7000,0.2559
0.7001,0.2559
0.7002,0.2559
0.7002,0.2559
0.7003,0.2559
0.7004,0.2559
0.7005,0.2559
0.7005,0.2559
0.7006,0.2559
0.7007,0.2559
0.7007,0.2559
0.7008,0.2560
0.7009,0.2560
0.7009,0.2560
0.7010,0.2559
0.7010,0.2559
0.7010,0.2559
0.7011,0.2559
0.7011,0.2560
0.7012,0.2560
0.7012,0.2560
0.7013,0.2560
0.7014,0.2560
0.7014,0.2560
0.7015,0.2560
0.7016,0.2560
0.7016,0.2560
0.7017,0.2560
0.7018,0.2560
0.7018,0.2560
0.7019,0.2560
0.7019,0.2560
0.7020,0.2560
0.7020,0.2560
0.7021,0.2560
0.7022,0.2560
0.7022,0.2560
0.7022,0.2560
0.7022,0.2560
0.7023,0.2560
0.7023,0.2560
0.7024,0.2560
0.7025,0.2560
0.7025,0.2560
0.7026,0.2560
0.7027,0.2560
0.7027,0.2560
0.7027,0.2560
0.7028,0.2560
0.7028,0.2560
0.7029,0.2560
0.7029,0.2560
0.7030,0.2560
0.7030,0.2560
0.7030,0.2560
0.7031,0.2560
0.7031,0.2560
0.7032,0.2560
0.7032,0.2560
0.7032,0.2560
0.7032,0.2560
0.7032,0.2560
0.7033,0.2560
0.7033,0.2560
0.7033,0.2561
0.7034,0.2561
0.7034,0.2561
0.7034,0.2561
0.7035,0.2561
0.7035,0.2561
0.7035,0.2561
0.7036,0.2561
0.7036,0.2561
0.7036,0.2561
0.7037,0.2561
0.7037,0.2561
0.7037,0.2561
0.7038,0.2561
0.7038,0.2561
0.7038,0.2561
0.7038,0.2561
0.7038,0.2561
0.7038,0.2561
0.7039,0.2561
0.7039,0.2561
0.7039,0.2561
0.7039,0.2561
0.7040,0.2561
0.7040,0.2561
0.7040,0.2561
0.7040,0.2561
0.7040,0.2561
0.7041,0.2561
0.7041,0.2561
0.7041,0.2561
0.7042,0.2561
0.7042,0.2561
0.7042,0.2561
0.7042,0.2561
0.7043,0.2561
0.7043,0.2561
0.7043,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7044,0.2561
0.7045,0.2561
0.7045,0.2561
0.7045,0.2561
0.7045,0.2561
0.7046,0.2561
0.7046,0.2561
0.7047,0.2561
0.7047,0.2561
0.7047,0.2561
